period,industry,category,variable,measure,value_pct,unit,publication_flag,publisher,source_table,source_file,source_url,denominator_note
2021-22,Arts and Recreation Services,connectivity_ecommerce,any_online_orders_received_pct,Any orders received via the internet,38.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_2,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,orders_marketplace_pct,"Third-party website, platform, app or online marketplace",7.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_2,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,orders_edi_pct,Electronic Data Interchange (EDI),5.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_2,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Other Services,connectivity_ecommerce,any_online_orders_received_pct,Any orders received via the internet,28.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_2,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,49.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,1.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,16.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Agriculture, Forestry and Fishing",connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,26.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,62.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,20.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Mining,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,17.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,35.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,10.4,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,15.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Manufacturing,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,35.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,35.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,9.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,25.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Electricity, Gas, Water and Waste Services",connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,27.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,47.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,5.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,21.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Construction,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,25.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,22.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,2.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,4.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,6.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,24.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Wholesale Trade,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,40.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,29.9,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,6.4,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,23.5,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Retail Trade,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,33.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,29.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,7.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,44.4,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Accommodation and Food Services,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,14.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,41.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,29.4,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Transport, Postal and Warehousing",connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,28.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,34.1,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,4.3,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,14.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Information Media and Telecommunications,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,42.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,36.6,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,7.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,34.7,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,Financial and Insurance Services,connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,20.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,45.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,6.9,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_10_50_pct,10 to less than 50,17.2,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Rental, Hiring and Real Estate Services",connectivity_ecommerce,internet_income_50plus_pct,Greater than 50,30.8,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_lt1_pct,0 to less than 1,33.9,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_1_2_pct,1 to less than 2,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_2_5_pct,2 to less than 5,,percent of businesses in industry,not published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
2021-22,"Professional, Scientific and Technical Services",connectivity_ecommerce,internet_income_5_10_pct,5 to less than 10,11.0,percent of businesses in industry,published,Australian Bureau of Statistics,Table_3,ABS_2021_22_Online_Presence_Ecommerce.xlsx,https://www.abs.gov.au/statistics/industry/technology-and-innovation/characteristics-australian-business/2021-22,ABS table-specific denominator; see source workbook footnotes.
